ssid,rssi,mac,lat,lng,alt,hdop,sat,calidad,timestamp,color
My Wireless Network B,-82,00:20:A6:8F:B9:BA,-12.018058,-77.050835,138.0,1.16,8,Mala,2025-06-21T14:36:20.236110,red
JULQUIROZ,-87,90:D3:CF:44:26:8F,-12.018058,-77.050835,138.0,1.16,8,Mala,2025-06-21T14:36:21.042211,red
VISITANTE 2,-91,08:40:F3:9F:10:40,-12.018058,-77.050835,138.0,1.16,8,Mala,2025-06-21T14:36:22.568474,red
Redmi Note 10S,-91,D6:90:B8:E6:8B:07,-12.018058,-77.050835,138.0,1.16,8,Mala,2025-06-21T14:36:23.648825,red
TeleMallqui,-57,B2:A6:11:D3:04:F9,-12.01795,-77.050804,138.4,2.73,5,Buena,2025-06-21T14:36:29.568678,green
My Wireless Network B,-79,00:20:A6:8F:B9:BA,-12.01795,-77.050804,138.4,2.73,5,Intermedia,2025-06-21T14:36:30.877036,orange
motoedge50fusion_7887,-86,EA:5F:1B:39:36:52,-12.01795,-77.050804,138.4,2.73,5,Mala,2025-06-21T14:36:32.069727,red
Onstar123,-89,02:24:A5:C6:67:46,-12.01795,-77.050804,138.4,2.73,5,Mala,2025-06-21T14:36:32.479826,red
SALA3,-89,F4:92:BF:CA:C0:B5,-12.01795,-77.050804,138.4,2.73,5,Mala,2025-06-21T14:36:33.673088,red
Estefania,-90,08:33:ED:F3:16:DF,-12.01795,-77.050804,138.4,2.73,5,Mala,2025-06-21T14:36:34.344567,red
MARIA,-92,F4:52:46:CC:5B:1F,-12.01795,-77.050804,138.4,2.73,5,Mala,2025-06-21T14:36:34.963374,red
TeleMallqui,-53,B2:A6:11:D3:04:F9,-12.017942,-77.050865,138.4,1.26,5,Buena,2025-06-21T14:36:39.568488,green
My Wireless Network B,-71,00:20:A6:8F:B9:BA,-12.017942,-77.050865,138.4,1.26,5,Intermedia,2025-06-21T14:36:42.319660,orange
VISITANTE 2,-80,08:40:F3:9F:10:40,-12.017942,-77.050865,138.4,1.26,5,Mala,2025-06-21T14:36:42.814345,red
COMANDO,-81,2A:30:3F:E2:E1:98,-12.017942,-77.050865,138.4,1.26,5,Mala,2025-06-21T14:36:43.713101,red
motoedge50fusion_7887,-85,EA:5F:1B:39:36:52,-12.017942,-77.050865,138.4,1.26,5,Mala,2025-06-21T14:36:46.676571,red
Estefania,-92,08:33:ED:F3:16:DF,-12.017942,-77.050865,138.4,1.26,5,Mala,2025-06-21T14:36:47.184629,red
Skynets,-92,5C:62:8B:21:BB:A3,-12.017942,-77.050865,138.4,1.26,5,Mala,2025-06-21T14:36:48.194313,red
Galaxy A15 EECE,-92,02:2A:4A:27:53:D8,-12.017942,-77.050865,138.4,1.26,5,Mala,2025-06-21T14:36:49.100535,red
junior2,-93,80:26:89:64:45:16,-12.017942,-77.050865,138.4,1.26,5,Mala,2025-06-21T14:36:51.327132,red
TeleMallqui,-51,B2:A6:11:D3:04:F9,-12.017942,-77.050865,138.3,1.23,7,Buena,2025-06-21T14:36:55.734761,green
My Wireless Network B,-74,00:20:A6:8F:B9:BA,-12.017942,-77.050865,138.3,1.23,7,Intermedia,2025-06-21T14:36:57.495881,orange
VISITANTE 2,-87,08:40:F3:9F:10:40,-12.017942,-77.050865,138.3,1.23,7,Mala,2025-06-21T14:36:58.114572,red
SALA3,-89,F4:92:BF:CA:C0:B5,-12.017942,-77.050865,138.3,1.23,7,Mala,2025-06-21T14:36:59.325373,red
TeleMallqui,-51,B2:A6:11:D3:04:F9,-12.017948,-77.050842,137.8,1.02,8,Buena,2025-06-21T14:37:05.933016,green
My Wireless Network B,-74,00:20:A6:8F:B9:BA,-12.017948,-77.050842,137.8,1.02,8,Intermedia,2025-06-21T14:37:08.104104,orange
JULQUIROZ,-87,90:D3:CF:44:26:8F,-12.017948,-77.050842,137.8,1.02,8,Mala,2025-06-21T14:37:08.505685,red
TeleMallqui,-56,B2:A6:11:D3:04:F9,-12.017971,-77.050797,138.4,1.02,8,Buena,2025-06-21T14:37:15.733144,green
My Wireless Network B,-80,00:20:A6:8F:B9:BA,-12.017971,-77.050797,138.4,1.02,8,Mala,2025-06-21T14:37:16.882645,red
VISITANTE 2,-85,08:40:F3:9F:10:40,-12.017971,-77.050797,138.4,1.02,8,Mala,2025-06-21T14:37:18.811632,red
SALA3,-87,F4:92:BF:CA:C0:B5,-12.017971,-77.050797,138.4,1.02,8,Mala,2025-06-21T14:37:19.296596,red
TeleMallqui,-53,B2:A6:11:D3:04:F9,-12.018,-77.050797,138.5,1.02,8,Buena,2025-06-21T14:37:25.732393,green
VISITANTE 2,-80,08:40:F3:9F:10:40,-12.018,-77.050797,138.5,1.02,8,Mala,2025-06-21T14:37:27.800001,red
Estefania,-91,08:33:ED:F3:16:DF,-12.018,-77.050797,138.5,1.02,8,Mala,2025-06-21T14:37:28.598128,red
SALVADOR,-92,08:33:ED:EF:AB:5F,-12.018,-77.050797,138.5,1.02,8,Mala,2025-06-21T14:37:29.602461,red
Cesarin78,-97,74:22:BB:7F:07:2C,-12.018,-77.050797,138.5,1.02,8,Mala,2025-06-21T14:37:30.875580,red
TeleMallqui,-50,B2:A6:11:D3:04:F9,-12.017956,-77.051216,138.4,1.68,6,Buena,2025-06-21T14:37:35.933637,green
My Wireless Network B,-76,00:20:A6:8F:B9:BA,-12.017956,-77.051216,138.4,1.68,6,Intermedia,2025-06-21T14:37:36.997669,orange
VISITANTE 2,-85,08:40:F3:9F:10:40,-12.017956,-77.051216,138.4,1.68,6,Mala,2025-06-21T14:37:38.683632,red
SALVADOR,-86,08:33:ED:EF:AB:5F,-12.017956,-77.051216,138.4,1.68,6,Mala,2025-06-21T14:37:40.044923,red
SALA3,-86,F4:92:BF:CA:C0:B5,-12.017956,-77.051216,138.4,1.68,6,Mala,2025-06-21T14:37:40.661419,red
WIFI-ALUMNOS-S2,-88,E6:63:DA:BD:82:CA,-12.017956,-77.051216,138.4,1.68,6,Mala,2025-06-21T14:37:41.260976,red
Estefania,-89,08:33:ED:F3:16:DF,-12.017956,-77.051216,138.4,1.68,6,Mala,2025-06-21T14:37:41.764380,red
Android123,-89,04:71:F3:36:F1:30,-12.017956,-77.051216,138.4,1.68,6,Mala,2025-06-21T14:37:42.941814,red
TeleMallqui,-49,B2:A6:11:D3:04:F9,-12.017922,-77.051277,138.3,4.01,5,Buena,2025-06-21T14:37:47.989917,green
My Wireless Network B,-68,00:20:A6:8F:B9:BA,-12.017922,-77.051277,138.3,4.01,5,Buena,2025-06-21T14:37:49.567468,green
VISITANTE 2,-80,08:40:F3:9F:10:40,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:50.944153,red
WIN,-88,44:3B:14:7D:6B:70,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:52.552463,red
JOSUE 🏹💙,-89,4E:57:3C:97:FB:61,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:53.576202,red
Jessica 2.4G,-89,60:BD:2C:23:7B:59,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:54.373171,red
WIFI-ALUMNOS-S2,-89,E6:63:DA:BD:82:CA,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:55.863659,red
SALA3,-90,F4:92:BF:CA:C0:B5,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:56.663932,red
WIFI_CONSEJO_FC,-91,26:A4:3C:B2:4D:2E,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:57.072256,red
Visitante,-91,08:40:F3:9F:0E:80,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:59.340361,red
DECANATO_FC,-92,24:A4:3C:B2:4D:2E,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:37:59.763639,red
JULQUIROZ,-92,90:D3:CF:44:26:8F,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:38:00.762491,red
Android123,-92,04:71:F3:36:F1:30,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:38:01.068196,red
Cesarin78,-93,74:22:BB:7F:07:2C,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:38:01.448761,red
Lab_Sputtering,-95,5C:E9:31:D1:FD:29,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:38:04.054964,red
Test-WIFI-2PR2,-95,00:4F:69:70:1C:F9,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:38:04.555732,red
junior2,-96,80:26:89:64:45:16,-12.017922,-77.051277,138.3,4.01,5,Mala,2025-06-21T14:38:05.460748,red
TeleMallqui,-21,B2:A6:11:D3:04:F9,-12.017911,-77.051025,137.7,1.02,8,Buena,2025-06-21T14:38:09.291552,green
My Wireless Network B,-74,00:20:A6:8F:B9:BA,-12.017911,-77.051025,137.7,1.02,8,Intermedia,2025-06-21T14:38:09.965909,orange
VISITANTE 2,-81,08:40:F3:9F:10:40,-12.017911,-77.051025,137.7,1.02,8,Mala,2025-06-21T14:38:10.757865,red
JULQUIROZ,-84,90:D3:CF:44:26:8F,-12.017911,-77.051025,137.7,1.02,8,Mala,2025-06-21T14:38:11.170719,red
WIFI-ALUMNOS-S2,-85,E6:63:DA:BD:82:CA,-12.017911,-77.051025,137.7,1.02,8,Mala,2025-06-21T14:38:12.011000,red
SALA3,-85,F4:92:BF:CA:C0:B5,-12.017911,-77.051025,137.7,1.02,8,Mala,2025-06-21T14:38:12.401582,red
WIN,-90,44:3B:14:7D:6B:70,-12.017911,-77.051025,137.7,1.02,8,Mala,2025-06-21T14:38:13.228892,red
Jessica 2.4G,-90,60:BD:2C:23:7B:59,-12.017911,-77.051025,137.7,1.02,8,Mala,2025-06-21T14:38:13.624536,red
Galaxy A16 5G E071,-93,C2:C8:A7:08:CE:AF,-12.017911,-77.051025,137.7,1.02,8,Mala,2025-06-21T14:38:14.040929,red
TeleMallqui,-48,B2:A6:11:D3:04:F9,-12.017933,-77.050804,135.8,1.02,8,Buena,2025-06-21T14:38:19.689455,green
My Wireless Network B,-71,00:20:A6:8F:B9:BA,-12.017933,-77.050804,135.8,1.02,8,Intermedia,2025-06-21T14:38:20.641182,orange
VISITANTE 2,-85,08:40:F3:9F:10:40,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:21.822214,red
Skynets,-88,5C:62:8B:21:BB:A3,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:23.509042,red
SALA3,-89,F4:92:BF:CA:C0:B5,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:24.124295,red
SALVADOR,-90,08:33:ED:EF:AB:5F,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:24.527819,red
JULQUIROZ,-91,90:D3:CF:44:26:8F,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:24.930646,red
WIN,-92,44:3B:14:7D:6B:70,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:25.322534,red
Cesarin78,-92,74:22:BB:7F:07:2C,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:26.325145,red
sala4 ,-93,68:D7:9A:0C:95:0C,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:27.506755,red
MOVISTAR_1388,-93,B0:F5:30:47:13:8E,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:28.229388,red
Custodio,-93,F6:70:3E:A3:43:D9,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:28.628515,red
SECRETARIA,-94,98:DA:C4:63:8E:98,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:29.226968,red
HONOR 90 Lite,-94,72:D2:15:6E:26:0E,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:29.630277,red
HONOR X7a,-94,C6:43:07:A9:54:83,-12.017933,-77.050804,135.8,1.02,8,Mala,2025-06-21T14:38:30.026392,red
TeleMallqui,-39,B2:A6:11:D3:04:F9,-12.017933,-77.050804,134.9,1.02,9,Buena,2025-06-21T14:38:34.246945,green
My Wireless Network B,-75,00:20:A6:8F:B9:BA,-12.017933,-77.050804,134.9,1.02,9,Intermedia,2025-06-21T14:38:34.932091,orange
@GestionAmbiental24,-82,54:1F:8D:7E:D2:6D,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:35.594214,red
VISITANTE 2,-83,08:40:F3:9F:10:40,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:36.622470,red
Estefania,-86,08:33:ED:F3:16:DF,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:37.024301,red
SALA3,-86,F4:92:BF:CA:C0:B5,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:37.817457,red
Skynets,-88,5C:62:8B:21:BB:A3,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:38.420293,red
HONOR 90 Lite,-92,72:D2:15:6E:26:0E,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:39.021598,red
Galaxy A15 EECE,-92,02:2A:4A:27:53:D8,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:40.501350,red
SALVADOR,-96,08:33:ED:EF:AB:5F,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:40.916954,red
DECANATO_FC,-96,24:A4:3C:B2:4D:2E,-12.017933,-77.050804,134.9,1.02,9,Mala,2025-06-21T14:38:41.530264,red
TeleMallqui,-37,B2:A6:11:D3:04:F9,-12.017933,-77.050789,134.2,1.02,7,Buena,2025-06-21T14:38:45.942965,green
My Wireless Network B,-72,00:20:A6:8F:B9:BA,-12.017933,-77.050789,134.2,1.02,7,Intermedia,2025-06-21T14:38:47.195744,orange
WIFI-ALUMNOS-S2,-84,E6:63:DA:BD:82:CA,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:38:51.117546,red
VISITANTE 2,-86,08:40:F3:9F:10:40,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:38:51.916935,red
SALA3,-86,F4:92:BF:CA:C0:B5,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:38:52.600788,red
HONOR X7a,-87,C6:43:07:A9:54:83,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:38:54.624241,red
JULQUIROZ,-87,90:D3:CF:44:26:8F,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:38:55.613920,red
Estefania,-88,08:33:ED:F3:16:DF,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:38:58.713122,red
DECANATO_FC,-90,24:A4:3C:B2:4D:2E,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:38:59.311721,red
DELUXE CAR WASH,-91,08:33:ED:AC:EB:8F,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:38:59.915106,red
HONOR 90 Lite,-91,72:D2:15:6E:26:0E,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:39:00.332617,red
OPPO A57,-92,86:78:A4:23:21:BE,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:39:03.923754,red
WIFI_CONSEJO_FC,-93,26:A4:3C:B2:4D:2E,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:39:04.825024,red
SALVADOR,-93,08:33:ED:EF:AB:5F,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:39:07.313417,red
MOVISTAR_1388,-95,B0:F5:30:47:13:8E,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:39:07.722706,red
CIDCP,-97,60:7F:FA:52:30:B2,-12.017933,-77.050789,134.2,1.02,7,Mala,2025-06-21T14:39:08.013190,red
TeleMallqui,-12,B2:A6:11:D3:04:F9,-12.017959,-77.050789,133.4,1.02,7,Buena,2025-06-21T14:39:12.171821,green
My Wireless Network B,-60,00:20:A6:8F:B9:BA,-12.017959,-77.050789,133.4,1.02,7,Buena,2025-06-21T14:39:13.430292,green
JULQUIROZ,-81,90:D3:CF:44:26:8F,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:14.089388,red
SALA3,-82,F4:92:BF:CA:C0:B5,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:15.525416,red
WIFI-ALUMNOS-S2,-83,E6:63:DA:BD:82:CA,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:16.513583,red
VISITANTE 2,-86,08:40:F3:9F:10:40,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:17.155830,red
TP-Link_8996,-90,70:4F:57:56:89:95,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:17.704918,red
SECRETARIA,-90,98:DA:C4:63:8E:98,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:18.129173,red
sala4 ,-91,68:D7:9A:0C:95:0C,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:19.564014,red
Galaxy A24 ADEE,-91,06:E6:9D:69:18:19,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:20.657427,red
DECANATO_FC,-92,24:A4:3C:B2:4D:2E,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:21.665521,red
MOVISTAR WIFI9653,-92,0A:83:7E:D6:96:57,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:22.843318,red
WIFI_CONSEJO_FC,-93,26:A4:3C:B2:4D:2E,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:24.069097,red
ALVA AGUILAR,-94,2C:96:82:DF:1C:D8,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:25.158547,red
WIFI 6.0,-94,78:98:E8:18:DF:C1,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:26.658762,red
Lab_Sputtering,-94,5C:E9:31:D1:FD:29,-12.017959,-77.050789,133.4,1.02,7,Mala,2025-06-21T14:39:27.983066,red
TeleMallqui,-12,B2:A6:11:D3:04:F9,-12.017904,-77.050743,132.6,1.02,9,Buena,2025-06-21T14:39:31.795335,green
WIFI-ALUMNOS-S2,-80,E6:63:DA:BD:82:CA,-12.017904,-77.050743,132.6,1.02,9,Mala,2025-06-21T14:39:32.640273,red
SALA3,-87,F4:92:BF:CA:C0:B5,-12.017904,-77.050743,132.6,1.02,9,Mala,2025-06-21T14:39:33.345567,red
TP-Link_8996,-88,70:4F:57:56:89:95,-12.017904,-77.050743,132.6,1.02,9,Mala,2025-06-21T14:39:34.166188,red
VISITANTE 2,-91,08:40:F3:9F:10:40,-12.017904,-77.050743,132.6,1.02,9,Mala,2025-06-21T14:39:34.774699,red
DECANATO_FC,-91,24:A4:3C:B2:4D:2E,-12.017904,-77.050743,132.6,1.02,9,Mala,2025-06-21T14:39:35.177639,red
Estefania,-91,08:33:ED:F3:16:DF,-12.017904,-77.050743,132.6,1.02,9,Mala,2025-06-21T14:39:36.169171,red
HONOR 90 Lite,-92,72:D2:15:6E:26:0E,-12.017904,-77.050743,132.6,1.02,9,Mala,2025-06-21T14:39:36.669785,red
WIFI_CONSEJO_FC,-93,26:A4:3C:B2:4D:2E,-12.017904,-77.050743,132.6,1.02,9,Mala,2025-06-21T14:39:37.448370,red
TeleMallqui,-44,B2:A6:11:D3:04:F9,-12.017904,-77.050751,132.2,1.02,8,Buena,2025-06-21T14:39:42.198614,green
My Wireless Network B,-70,00:20:A6:8F:B9:BA,-12.017904,-77.050751,132.2,1.02,8,Intermedia,2025-06-21T14:39:46.048027,orange
WIFI-ALUMNOS-S2,-80,E6:63:DA:BD:82:CA,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:48.260178,red
VISITANTE 2,-84,08:40:F3:9F:10:40,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:48.647902,red
JULQUIROZ,-85,90:D3:CF:44:26:8F,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:48.869615,red
A04 de Cesar Alexis,-87,EA:C9:05:40:0B:0C,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:49.073509,red
UNI_LIBRE_H,-87,D8:10:9F:88:09:30,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:49.490496,red
SALA3,-88,F4:92:BF:CA:C0:B5,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:49.901049,red
Visitante,-89,08:40:F3:9F:0E:80,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:51.930471,red
Test-WIFI-2PR2,-90,00:4F:69:70:1C:F9,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:52.845568,red
Skynets,-90,5C:62:8B:21:BB:A3,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:53.628057,red
WIFI-ALUMNOS-CEC,-90,08:40:F3:9F:0E:A8,-12.017904,-77.050751,132.2,1.02,8,Mala,2025-06-21T14:39:54.515969,red
TeleMallqui,-17,B2:A6:11:D3:04:F9,-12.017898,-77.050797,131.9,1.02,8,Buena,2025-06-21T14:40:00.261871,green
WIFI-ALUMNOS-S2,-80,E6:63:DA:BD:82:CA,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:01.435800,red
SALA3,-82,F4:92:BF:CA:C0:B5,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:02.016604,red
Visitante,-88,08:40:F3:9F:0E:80,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:04.045636,red
UNI_LIBRE_H,-88,CC:20:8C:BA:CD:30,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:05.027187,red
TP-Link_8996,-89,70:4F:57:56:89:95,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:05.442620,red
UNI_LIBRE_H,-91,CC:20:8C:BA:E2:70,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:09.945984,red
VISITANTE 2,-92,08:40:F3:9F:10:40,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:11.243218,red
sala4 ,-94,68:D7:9A:0C:95:0C,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:12.044141,red
DECANATO_FC,-94,24:A4:3C:B2:4D:2E,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:12.366539,red
WIFI_CONSEJO_FC,-94,26:A4:3C:B2:4D:2E,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:13.227114,red
HONOR 90 Lite,-94,72:D2:15:6E:26:0E,-12.017898,-77.050797,131.9,1.02,8,Mala,2025-06-21T14:40:13.639275,red
TeleMallqui,-45,B2:A6:11:D3:04:F9,-12.01782,-77.050758,131.4,1.02,8,Buena,2025-06-21T14:40:17.468767,green
SALA3,-72,F4:92:BF:CA:C0:B5,-12.01782,-77.050758,131.4,1.02,8,Intermedia,2025-06-21T14:40:18.134810,orange
WIFI-ALUMNOS-S2,-73,E6:63:DA:BD:82:CA,-12.01782,-77.050758,131.4,1.02,8,Intermedia,2025-06-21T14:40:18.744767,orange
UNI_LIBRE_H,-84,CC:20:8C:BA:CD:30,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:19.320658,red
UNI_LIBRE_H,-85,CC:20:8C:BA:DC:B0,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:20.595558,red
JULQUIROZ,-89,90:D3:CF:44:26:8F,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:21.022089,red
UNI_LIBRE_H,-89,CC:20:8C:BA:E2:70,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:21.227541,red
MOVISTAR WIFI9653,-90,0A:83:7E:D6:96:57,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:21.634045,red
A04 de Cesar Alexis,-90,EA:C9:05:40:0B:0C,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:22.040506,red
sala4 ,-90,68:D7:9A:0C:95:0C,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:22.635960,red
Test-WIFI-3PR2,-90,00:4F:69:70:1E:ED,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:23.726774,red
Skynets,-90,5C:62:8B:21:BB:A3,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:24.337481,red
Estefania,-91,08:33:ED:F3:16:DF,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:24.920903,red
DECANATO_FC,-92,24:A4:3C:B2:4D:2E,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:26.939098,red
WIFI_CONSEJO_FC,-92,26:A4:3C:B2:4D:2E,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:28.429208,red
TP-Link_8996,-92,70:4F:57:56:89:95,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:30.537606,red
VISITANTE 2,-93,08:40:F3:9F:10:40,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:32.325755,red
Test-WIFI-2PR2,-94,00:4F:69:70:1C:F9,-12.01782,-77.050758,131.4,1.02,8,Mala,2025-06-21T14:40:34.730510,red
TeleMallqui,-73,B2:A6:11:D3:04:F9,-12.0178,-77.050735,131.5,0.95,9,Intermedia,2025-06-21T14:40:39.219573,orange
Visitante,-74,08:40:F3:9F:0E:80,-12.0178,-77.050735,131.5,0.95,9,Intermedia,2025-06-21T14:40:40.318383,orange
LABR2110,-79,A8:6E:84:EB:1C:20,-12.0178,-77.050735,131.5,0.95,9,Intermedia,2025-06-21T14:40:41.136757,orange
INGENIERIA  FISICA,-79,70:4F:57:0A:81:2A,-12.0178,-77.050735,131.5,0.95,9,Intermedia,2025-06-21T14:40:42.946099,orange
VISITANTE 2,-82,08:40:F3:9F:10:40,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:43.799530,red
SALA3,-84,F4:92:BF:CA:C0:B5,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:44.814991,red
UNI_LIBRE_H,-84,D8:10:9F:88:14:90,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:45.627317,red
JULQUIROZ,-85,90:D3:CF:44:26:8F,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:45.928190,red
WIFI-ALUMNOS-S2,-86,E6:63:DA:BD:82:CA,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:46.426012,red
Lab_Sputtering,-86,5C:E9:31:D1:FD:29,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:47.311578,red
UNI_LIBRE_H,-87,CC:20:8C:BA:CD:30,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:49.326796,red
UNI_LIBRE_H,-87,CC:20:8C:BA:E2:70,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:50.935562,red
WIFI_CONSEJO_FC,-88,26:A4:3C:B2:4D:2E,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:51.337388,red
R3PISOB,-88,F4:F2:6D:8B:83:B0,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:51.935128,red
UNI_LIBRE_H,-88,D8:10:9F:88:09:30,-12.0178,-77.050735,131.5,0.95,9,Mala,2025-06-21T14:40:52.516253,red
