ssid,rssi,mac,lat,lng,alt,hdop,sat,calidad,timestamp,color
Redmi 10C,-92,A2:84:79:E0:88:73,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:10.977019,red
PEKEPONCHO-1,-92,88:71:B1:06:14:10,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:14.890147,red
BEMASA,-92,44:3B:14:6D:ED:A0,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:16.086883,red
CHESTER,-93,2C:96:82:CE:4C:38,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:17.263269,red
reprocad,-94,18:48:59:50:EF:2D,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:18.590279,red
Juan.,-94,08:33:ED:AA:DE:2F,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:19.686589,red
Piso 1 - RSDS,-95,74:83:C2:CA:B1:7C,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:21.886134,red
PALOMA 30 2.4G,-95,D4:01:45:AF:23:76,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:24.291900,red
QI DENT-1,-96,40:75:C3:AE:3F:A9,-12.022731,-77.049408,136.5,0.93,9,Mala,2025-06-21T15:15:27.591702,red
TeleMallqui,-50,B2:A6:11:D3:04:F9,-12.022978,-77.049622,144.8,0.99,8,Buena,2025-06-21T15:15:32.384443,green
SN-0047-0076,-80,A0:B7:65:32:F5:65,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:36.787957,red
UNI_LIBRE_H,-83,CC:20:8C:BA:D2:30,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:41.688141,red
red kevin,-85,EC:08:6B:82:D4:E2,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:42.758384,red
DIRECT-28-HP OfficeJet Pro 8210,-88,F6:39:09:6C:73:28,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:43.149558,red
LIONELA -1,-88,B0:FC:88:F7:0E:36,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:43.510336,red
TP-Link_BA58,-88,5C:E9:31:F3:BA:58,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:44.564668,red
FABRIZIO,-90,F4:52:46:30:3C:9F,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:44.836129,red
EMILIO,-90,F8:79:28:84:63:76,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:45.408912,red
MIGUEL,-90,00:EB:D8:ED:60:F8,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:46.604191,red
MOVISTAR UNIMASTER,-91,F4:52:46:31:1B:DF,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:47.218603,red
reprocad,-91,18:48:59:50:EF:2D,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:48.506696,red
COPYCAD,-91,2C:52:AF:FC:6F:C0,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:49.310545,red
UNI_LIBRE_H,-92,F4:FB:B8:4D:EC:90,-12.022978,-77.049622,144.8,0.99,8,Mala,2025-06-21T15:15:50.102467,red
TeleMallqui,-50,B2:A6:11:D3:04:F9,-12.023268,-77.049576,139.8,2.02,6,Buena,2025-06-21T15:15:54.738829,green
SN-0047-0076,-72,A0:B7:65:32:F5:65,-12.023268,-77.049576,139.8,2.02,6,Intermedia,2025-06-21T15:15:55.216585,orange
2.4 KONG,-74,D8:10:9F:F3:DC:6C,-12.023268,-77.049576,139.8,2.02,6,Intermedia,2025-06-21T15:15:55.814324,orange
red kevin,-78,EC:08:6B:82:D4:E2,-12.023268,-77.049576,139.8,2.02,6,Intermedia,2025-06-21T15:15:57.908906,orange
EZVIZ_BC8744972,-81,54:D6:0D:F4:BA:2B,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:15:58.312674,red
MOVISTAR-WIFI6-3420,-81,F4:52:46:1F:34:2F,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:15:59.314263,red
ECPG 1,-83,28:EE:52:56:AD:BF,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:00.693840,red
UNI_LIBRE_H,-84,CC:20:8C:BA:D2:30,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:02.610481,red
HONOR X8a,-88,2A:06:FD:B8:AC:5F,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:03.605725,red
Juan.,-88,08:33:ED:AA:DE:2F,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:05.423292,red
UNIMASTERMOVISTAR,-88,44:3B:14:07:42:98,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:07.114379,red
UNI_LIBRE_H,-88,F4:FB:B8:4D:EC:90,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:07.716826,red
PAPITO 😻,-89,E2:3D:89:CD:25:A6,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:08.711488,red
FABRIZIO,-89,F4:52:46:30:3C:9F,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:11.811807,red
SARELA,-89,44:3B:14:6F:1B:40,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:13.102495,red
LAURA,-91,64:13:AB:22:43:EC,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:14.717199,red
a dormir,-91,98:DE:D0:74:8C:AE,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:15.878822,red
MOVISTAR UNIMASTER,-92,F4:52:46:31:1B:DF,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:16.301120,red
SETAP GROUP SAC@OFICINA 295,-92,A4:6D:A4:04:3A:C0,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:17.265921,red
SALA-CONFERENCIAS,-93,06:18:D6:E7:8D:01,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:18.574645,red
DIRECT-AD-HP OfficeJet Pro 8210,-94,BA:DB:AD:BA:5B:AD,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:19.989098,red
MIGUEL,-96,00:EB:D8:ED:60:F8,-12.023268,-77.049576,139.8,2.02,6,Mala,2025-06-21T15:16:21.675444,red
TeleMallqui,-32,B2:A6:11:D3:04:F9,-12.023439,-77.049126,139.0,1.53,8,Buena,2025-06-21T15:16:26.403058,green
UNI_LIBRE_H,-68,F4:FB:B8:4D:EC:90,-12.023439,-77.049126,139.0,1.53,8,Buena,2025-06-21T15:16:27.582326,green
MOVISTAR-WIFI6-3420,-83,F4:52:46:1F:34:2F,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:28.390902,red
SALA-CONFERENCIAS,-85,06:18:D6:E7:8D:01,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:29.871617,red
6A,-85,7A:DA:88:58:3F:04,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:30.255282,red
hw_manage_4450,-85,C0:F6:EC:C2:44:5B,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:31.168548,red
Redmi 14C,-86,6A:D3:65:EA:12:6B,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:32.077507,red
red kevin,-86,EC:08:6B:82:D4:E2,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:32.573608,red
WIFI-DECANATO,-88,90:8D:78:6E:F0:A0,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:33.972870,red
Logica5A,-89,60:32:B1:37:D9:CE,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:34.380064,red
SETAP GROUP SAC@OFICINA 295,-89,A4:6D:A4:04:3A:C0,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:36.384985,red
SN-0047-0076,-90,A0:B7:65:32:F5:65,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:37.185167,red
DIRECT-44046C29,-90,46:D2:44:04:EC:29,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:38.178682,red
HP-Print-11-Officejet Pro 8610,-90,6C:C2:17:50:17:11,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:39.688638,red
rIcHi.cOm,-91,8E:D4:09:17:45:66,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:40.980263,red
ECPG 1,-91,28:EE:52:56:AD:BF,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:41.684449,red
Mirko Hernández,-91,0E:7A:FB:33:EA:3E,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:43.589258,red
Redmi 9A,-91,36:1D:FB:E3:50:AF,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:43.982893,red
Galaxy A05 b2cc,-92,06:F9:4E:CC:6E:FF,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:44.698283,red
CLARO_2FF2_2.4G,-92,B0:0A:D5:C0:2F:F2,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:45.178702,red
2.4 KONG,-92,D8:10:9F:F3:DC:6C,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:46.361219,red
Las Lunas 5A,-92,C0:25:E9:D9:06:F2,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:47.496959,red
ALMACEN,-93,F4:45:88:01:10:3C,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:48.266718,red
UNI_LIBRE_H,-93,CC:20:8C:BA:D0:70,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:48.654162,red
TeleMallqui,-42,B2:A6:11:D3:04:F9,-12.023439,-77.049126,139.0,1.53,8,Buena,2025-06-21T15:16:52.935548,green
UNI_LIBRE_H,-62,F4:FB:B8:4D:EC:90,-12.023439,-77.049126,139.0,1.53,8,Buena,2025-06-21T15:16:53.625239,green
HP-Print-11-Officejet Pro 8610,-80,6C:C2:17:50:17:11,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:57.267763,red
DIRECT-44046C29,-81,46:D2:44:04:EC:29,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:59.159566,red
SALA-CONFERENCIAS,-82,06:18:D6:E7:8D:01,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:16:59.759696,red
DIRECT-31-HP OfficeJet Pro 7740,-83,BE:0F:F3:56:1A:31,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:00.356624,red
CLARO_2FF2_2.4G,-83,B0:0A:D5:C0:2F:F2,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:01.204520,red
6A,-85,7A:DA:88:58:3F:04,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:02.236112,red
hw_manage_4590,-85,C0:F6:EC:C2:45:9B,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:02.643788,red
WIFI-DECANATO,-86,90:8D:78:6E:F0:A0,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:03.643875,red
MOVISTAR-WIFI6-3420,-86,F4:52:46:1F:34:2F,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:04.271511,red
hw_manage_16d0,-87,C0:F6:EC:C2:16:DB,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:04.663878,red
hw_manage_4450,-87,C0:F6:EC:C2:44:5B,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:05.258715,red
red kevin,-88,EC:08:6B:82:D4:E2,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:05.654146,red
SN-0047-0076,-90,A0:B7:65:32:F5:65,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:06.165736,red
IMAGEN-UNI,-92,18:E8:29:AA:96:FD,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:07.557522,red
DIRECT-s1-EPSON-L6270 Series,-93,E2:BB:9E:44:2D:E9,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:08.758543,red
ACUNI_EST,-93,A4:2B:B0:A5:3E:CB,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:10.566202,red
ALMACEN,-93,F4:45:88:01:10:3C,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:13.257586,red
Redmi 14C,-94,6A:D3:65:EA:12:6B,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:14.354625,red
Marketing 5g,-94,B2:19:21:21:13:52,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:15.639396,red
Invitados_IMAGEN,-95,1A:E8:29:AA:96:FD,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:18.055712,red
wifi-PG,-95,EC:08:6B:EC:2C:C4,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:18.755030,red
TeleMallqui,-47,B2:A6:11:D3:04:F9,-12.023439,-77.049126,139.0,1.53,8,Buena,2025-06-21T15:17:23.859325,green
hw_manage_4590,-72,C0:F6:EC:C2:45:9B,-12.023439,-77.049126,139.0,1.53,8,Intermedia,2025-06-21T15:17:26.144143,orange
HP-Print-11-Officejet Pro 8610,-76,6C:C2:17:50:17:11,-12.023439,-77.049126,139.0,1.53,8,Intermedia,2025-06-21T15:17:26.552116,orange
SALA-CONFERENCIAS,-77,06:18:D6:E7:8D:01,-12.023439,-77.049126,139.0,1.53,8,Intermedia,2025-06-21T15:17:27.228895,orange
CLARO_2FF2_2.4G,-77,B0:0A:D5:C0:2F:F2,-12.023439,-77.049126,139.0,1.53,8,Intermedia,2025-06-21T15:17:28.552520,orange
hw_manage_16d0,-81,C0:F6:EC:C2:16:DB,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:30.048829,red
UNI_LIBRE_H,-81,F4:FB:B8:4D:EC:90,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:30.447755,red
HISTORIA_UNI,-85,EC:08:6B:3A:7B:E8,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:31.104905,red
DIRECT-31-HP OfficeJet Pro 7740,-85,BE:0F:F3:56:1A:31,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:31.723669,red
WIFI-DECANATO,-85,90:8D:78:6E:F0:A0,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:32.749193,red
MOVISTAR-WIFI6-3420,-86,F4:52:46:1F:34:2F,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:33.349645,red
ESTADISTICA,-87,D8:44:89:AA:18:17,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:33.839097,red
ECPG 2,-88,28:EE:52:56:B3:2B,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:34.224058,red
UNI_LIBRE_H,-88,CC:20:8C:BA:D0:70,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:35.142105,red
TP-Link_E954,-89,24:2F:D0:68:E9:54,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:35.807966,red
DIRECT-35-HP Smart Tank 510,-90,16:CB:19:A2:8D:35,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:36.232203,red
WIFI-EIHSI,-91,90:8D:78:6F:1E:08,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:36.647678,red
HP-Print-34-LaserJet 1102,-91,70:18:8B:FB:2A:34,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:37.046691,red
TEUNI,-92,54:F0:B1:20:F0:62,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:38.038258,red
WIFI-S2,-92,F4:F2:6D:FE:86:6A,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:39.072353,red
SN-0047-0076,-93,A0:B7:65:32:F5:65,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:41.138016,red
ACUNI_EST,-93,A4:2B:B0:A5:3E:CB,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:42.545298,red
rIcHi.cOm,-93,8E:D4:09:17:45:66,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:44.617100,red
PERUGRAPHIC,-93,F4:52:46:B7:E1:4F,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:46.151691,red
Galaxy A1372F1,-96,1A:D7:6C:9E:1D:A3,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:46.654057,red
Las Lunas 5A,-96,C0:25:E9:D9:06:F2,-12.023439,-77.049126,139.0,1.53,8,Mala,2025-06-21T15:17:47.653698,red
TeleMallqui,-51,B2:A6:11:D3:04:F9,-12.023112,-77.04879,143.2,0.93,8,Buena,2025-06-21T15:17:51.877578,green
WIFI-DECANATO,-61,90:8D:78:6E:F0:A0,-12.023112,-77.04879,143.2,0.93,8,Buena,2025-06-21T15:17:52.950567,green
HP-Print-11-Officejet Pro 8610,-79,6C:C2:17:50:17:11,-12.023112,-77.04879,143.2,0.93,8,Intermedia,2025-06-21T15:17:53.623538,orange
UNI_LIBRE_H,-81,D4:4F:67:F2:DB:90,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:17:54.521028,red
CLARO_2FF2_2.4G,-82,B0:0A:D5:C0:2F:F2,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:17:55.414461,red
UNI_LIBRE_H,-85,CC:20:8C:BA:D0:70,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:17:56.024793,red
WIFI-S2,-86,F4:F2:6D:FE:86:6A,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:17:58.323051,red
MOVISTAR-WIFI6-3420,-87,F4:52:46:1F:34:2F,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:17:59.312525,red
SALA-CONFERENCIAS,-88,06:18:D6:E7:8D:01,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:17:59.728580,red
WIFI-CETEC-LABS,-88,00:27:22:9C:99:F0,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:00.355161,red
DIRECT-31-HP OfficeJet Pro 7740,-90,BE:0F:F3:56:1A:31,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:01.000570,red
UNI_LIBRE_H,-90,CC:20:8C:BA:D6:70,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:02.424789,red
MOVISTAR WIFI8222,-91,4E:45:C7:47:F0:B5,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:03.318493,red
red kevin,-91,EC:08:6B:82:D4:E2,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:03.720019,red
hw_manage_16d0,-91,C0:F6:EC:C2:16:DB,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:04.628107,red
ACUNI_EST,-93,A4:2B:B0:A5:3E:CB,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:06.515267,red
WIFI-SGRADOS,-94,F4:92:BF:03:39:BA,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:06.824825,red
SN-0047-0076,-94,A0:B7:65:32:F5:65,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:07.517170,red
HISTORIA_UNI,-94,EC:08:6B:3A:7B:E8,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:08.320476,red
WIFI-LOGISTICA,-94,90:8D:78:6F:1D:E0,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:11.808055,red
hw_manage_4590,-94,C0:F6:EC:C2:45:9B,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:14.612965,red
TeleMallqui,-47,B2:A6:11:D3:04:F9,-12.023112,-77.04879,143.2,0.93,8,Buena,2025-06-21T15:18:19.649311,green
UNI_LIBRE_H,-64,D4:4F:67:F2:DB:90,-12.023112,-77.04879,143.2,0.93,8,Buena,2025-06-21T15:18:20.131117,green
MOVISTAR WIFI8222,-66,4E:45:C7:47:F0:B5,-12.023112,-77.04879,143.2,0.93,8,Buena,2025-06-21T15:18:20.721715,green
WIFI-DECANATO,-76,90:8D:78:6E:F0:A0,-12.023112,-77.04879,143.2,0.93,8,Intermedia,2025-06-21T15:18:21.227758,orange
WIFI-CEFIA,-77,EC:08:6B:EC:52:78,-12.023112,-77.04879,143.2,0.93,8,Intermedia,2025-06-21T15:18:21.877299,orange
UNI_LIBRE_H,-81,C0:F6:EC:C2:40:D0,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:22.298530,red
WIFI-S2,-84,F4:F2:6D:FE:86:6A,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:22.706878,red
UNI_LIBRE_H,-84,D8:10:9F:88:14:D0,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:23.116719,red
WIFI-SGRADOS,-88,F4:92:BF:03:39:BA,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:23.880641,red
WIFI-LOGISTICA,-88,90:8D:78:6F:1D:E0,-12.023112,-77.04879,143.2,0.93,8,Mala,2025-06-21T15:18:24.286044,red
TeleMallqui,-42,B2:A6:11:D3:04:F9,-12.022715,-77.04863,140.8,0.99,7,Buena,2025-06-21T15:18:29.448906,green
MOVISTAR WIFI8222,-78,4E:45:C7:47:F0:B5,-12.022715,-77.04863,140.8,0.99,7,Intermedia,2025-06-21T15:18:29.723314,orange
UNI_LIBRE_H,-79,C0:F6:EC:C2:44:90,-12.022715,-77.04863,140.8,0.99,7,Intermedia,2025-06-21T15:18:31.098115,orange
UNI_LIBRE_H,-82,C0:F6:EC:C2:3D:50,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:31.513923,red
WIFI-DECANATO,-84,90:8D:78:6E:F0:A0,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:32.306718,red
UNI_LIBRE_H,-84,D4:4F:67:F2:DB:90,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:32.718210,red
UNI_LIBRE_H,-87,D8:10:9F:88:14:D0,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:33.720268,red
UNI_LIBRE_H,-89,C0:F6:EC:C2:41:90,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:34.218165,red
WIFI-SGRADOS,-90,F4:92:BF:03:39:BA,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:34.594388,red
WIFI-LOGISTICA,-90,90:8D:78:6F:1D:E0,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:35.005964,red
UNI_LIBRE_H,-90,D4:4F:67:F2:EB:50,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:35.512372,red
CERTIPETRO,-91,58:D5:6E:B7:4D:F8,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:36.213969,red
SALA-CONFERENCIAS,-94,06:18:D6:E7:8D:01,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:36.517956,red
LIA,-95,90:8D:78:6F:11:A8,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:37.229557,red
TP-Link_E954,-95,24:2F:D0:68:E9:54,-12.022715,-77.04863,140.8,0.99,7,Mala,2025-06-21T15:18:37.713533,red
TeleMallqui,-51,B2:A6:11:D3:04:F9,-12.022713,-77.048622,140.8,0.99,7,Buena,2025-06-21T15:18:41.850099,green
MOVISTAR WIFI8222,-71,4E:45:C7:47:F0:B5,-12.022713,-77.048622,140.8,0.99,7,Intermedia,2025-06-21T15:18:42.534065,orange
SALA-CONFERENCIAS,-81,06:18:D6:E7:8D:01,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:42.995690,red
UNI_LIBRE_H,-81,C0:F6:EC:C2:41:50,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:43.403621,red
WIFI-DECANATO,-82,90:8D:78:6E:F0:A0,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:43.808025,red
UNI_LIBRE_H,-84,D4:4F:67:F2:EA:D0,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:44.206624,red
UNI_LIBRE_H,-87,D4:4F:67:F2:EB:50,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:44.616544,red
UNI_LIBRE_H,-88,C0:F6:EC:C2:41:D0,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:45.013411,red
WIFI-LOGISTICA,-90,90:8D:78:6F:1D:E0,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:45.421126,red
UNI_LIBRE_H,-91,D8:10:9F:88:14:D0,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:45.820461,red
UNI_LIBRE_H,-91,D4:4F:67:F2:DB:90,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:46.218433,red
UNI_LIBRE_H,-91,C0:F6:EC:C2:3D:50,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:46.615341,red
LIA,-92,90:8D:78:6F:11:A8,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:47.103885,red
WIFI-S2,-93,F4:F2:6D:FE:86:6A,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:47.614933,red
CERTIPETRO,-94,58:D5:6E:B7:4D:F8,-12.022713,-77.048622,140.8,0.99,7,Mala,2025-06-21T15:18:48.301799,red
TeleMallqui,-46,B2:A6:11:D3:04:F9,-12.022666,-77.048485,140.2,0.99,7,Buena,2025-06-21T15:18:54.132873,green
UNI_LIBRE_H,-76,CC:20:8C:BA:D1:30,-12.022666,-77.048485,140.2,0.99,7,Intermedia,2025-06-21T15:18:55.223323,orange
wifi-PG,-80,EC:08:6B:EC:2C:C4,-12.022666,-77.048485,140.2,0.99,7,Mala,2025-06-21T15:18:55.692957,red
MOVISTAR WIFI8222,-81,4E:45:C7:47:F0:B5,-12.022666,-77.048485,140.2,0.99,7,Mala,2025-06-21T15:18:55.933878,red
UNI_LIBRE_H,-83,C0:F6:EC:C2:45:50,-12.022666,-77.048485,140.2,0.99,7,Mala,2025-06-21T15:18:56.291015,red
WIFI-DECANATO,-87,90:8D:78:6E:F0:A0,-12.022666,-77.048485,140.2,0.99,7,Mala,2025-06-21T15:18:56.868401,red
Katherine Larota,-87,0E:39:FE:7A:A6:C4,-12.022666,-77.048485,140.2,0.99,7,Mala,2025-06-21T15:18:57.466025,red
UNI_LIBRE_H,-87,D4:4F:67:F2:EA:D0,-12.022666,-77.048485,140.2,0.99,7,Mala,2025-06-21T15:18:58.111478,red
LAB-OCT,-90,0A:18:D6:E7:8D:5A,-12.022666,-77.048485,140.2,0.99,7,Mala,2025-06-21T15:18:58.526064,red
