ssid,rssi,mac,lat,lng,alt,hdop,sat,calidad,timestamp,color
TeleMallqui,-39,B2:A6:11:D3:04:F9,-12.017271,-77.049126,122.6,0.94,8,Buena,2025-06-21T14:00:19.379659,green
UNI FIEE UNI,-77,9A:25:A2:9D:F5:4C,-12.017271,-77.049126,122.6,0.94,8,Intermedia,2025-06-21T14:00:23.256421,orange
DIRECT-HAnRzEBAB16FDGOLS,-78,E2:BB:9E:96:BC:98,-12.017271,-77.049126,122.6,0.94,8,Intermedia,2025-06-21T14:00:28.737584,orange
DIRECT-HAnSFEBAB170FGOcl,-79,E2:BB:9E:96:BF:B0,-12.017271,-77.049126,122.6,0.94,8,Intermedia,2025-06-21T14:00:31.868004,orange
NEOXIAOMI,-81,56:9D:21:F9:E2:E7,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:34.561052,red
EDM14A,-83,7E:9B:14:A3:15:44,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:36.343451,red
UNI_LIBRE_H,-83,CC:20:8C:BA:CD:70,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:37.431998,red
UNI_LIBRE_H,-86,CC:20:8C:BA:CB:B0,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:38.455900,red
Note @.@,-87,66:B4:46:4A:7A:11,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:39.246905,red
RAK7289CV2_D59D,-87,AC:1F:09:0C:D5:9D,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:40.047385,red
UNI_LIBRE_H,-87,CC:20:8C:BA:CB:F0,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:40.854134,red
hw_manage_1550,-87,D8:10:9F:88:15:5B,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:41.487053,red
DIRECT-HAnS2EBAB1702GOh_,-89,E2:BB:9E:96:B5:FC,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:42.556324,red
LIFIEE-2020,-89,5C:A6:E6:9D:12:53,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:43.953063,red
UNI_LIBRE_H,-90,CC:20:8C:BA:DC:30,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:44.991963,red
UNI_LIBRE_H,-91,CC:20:8C:BA:C7:30,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:45.353600,red
UNI_LIBRE_H,-91,CC:20:8C:BA:D6:B0,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:46.582808,red
UNI_LIBRE_H,-92,C0:3F:DD:06:3D:60,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:47.054916,red
TP-Link_1E8F,-93,84:D8:1B:69:1E:8F,-12.017271,-77.049126,122.6,0.94,8,Mala,2025-06-21T14:00:47.733895,red
TeleMallqui,-36,B2:A6:11:D3:04:F9,-12.017199,-77.048798,126.6,1.04,8,Buena,2025-06-21T14:00:52.667478,green
DIRECT-HAnS2EBAB1702GOh_,-77,E2:BB:9E:96:B5:FC,-12.017199,-77.048798,126.6,1.04,8,Intermedia,2025-06-21T14:00:53.559152,orange
DIRECT-HAnRzEBAB16FDGOLS,-81,E2:BB:9E:96:BC:98,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:54.262156,red
Residencia-P,-83,54:16:51:84:C6:55,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:54.831669,red
UNI_LIBRE_H,-84,CC:20:8C:BA:D6:B0,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:55.245519,red
UNI_LIBRE_H,-87,CC:20:8C:BA:CB:B0,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:55.855240,red
CEFIEE Centrito 2.4GHz,-88,86:11:DB:82:70:4C,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:56.263175,red
DIRECT-HAnVqEBAB17F4GOym,-88,E2:BB:9E:96:00:B4,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:56.662950,red
Residencia-P,-88,54:16:51:84:C4:F7,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:57.056429,red
UNI_LIBRE_H,-89,CC:20:8C:BA:C8:B0,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:57.456606,red
Movistar FIO,-91,2C:96:82:E5:DE:40,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:58.256881,red
UNI_LIBRE_H,-91,D8:10:9F:69:89:90,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:00:59.537992,red
Residencia-P,-92,54:16:51:84:C6:46,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:00.651487,red
EL OLIMPO,-94,00:1D:0F:D4:91:94,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:01.346634,red
NELLY,-94,DA:68:52:93:AD:E8,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:01.948039,red
Megalowatts,-95,1A:04:CC:78:5B:57,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:02.351294,red
TeleMallqui,-41,B2:A6:11:D3:04:F9,-12.017199,-77.048798,126.6,1.04,8,Buena,2025-06-21T14:01:06.252866,green
CEFIEE Centrito 2.4GHz,-76,86:11:DB:82:70:4C,-12.017199,-77.048798,126.6,1.04,8,Intermedia,2025-06-21T14:01:06.863256,orange
Movistar FIO,-85,2C:96:82:E5:DE:40,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:08.139148,red
DIRECT-HAnS2EBAB1702GOh_,-86,E2:BB:9E:96:B5:FC,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:08.558778,red
UNI_LIBRE_H,-87,D8:10:9F:69:89:90,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:10.349665,red
Residencia-P,-88,54:16:51:84:C6:55,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:10.961964,red
Residencia-P,-88,54:16:51:84:C4:F7,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:11.829832,red
UNI_LIBRE_H,-90,CC:20:8C:BA:D6:B0,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:13.265240,red
Residencia-P,-91,54:16:51:84:C0:83,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:13.660575,red
Residencia-P,-91,54:16:51:84:C6:46,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:14.362530,red
FAMILIAATONIO,-92,08:33:ED:4D:85:7F,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:15.263329,red
Residencia-P,-92,54:16:51:84:BA:93,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:16.541527,red
Residencia-P,-92,54:16:51:84:BA:B6,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:16.939405,red
SALVADOR,-93,08:33:ED:EF:AB:5F,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:17.161265,red
Residencia-P,-93,54:16:51:84:C5:97,-12.017199,-77.048798,126.6,1.04,8,Mala,2025-06-21T14:01:17.360680,red
TeleMallqui,-53,B2:A6:11:D3:04:F9,-12.0172,-77.048721,126.1,1.14,8,Buena,2025-06-21T14:01:21.231247,green
FAMILIAATONIO,-78,08:33:ED:4D:85:7F,-12.0172,-77.048721,126.1,1.14,8,Intermedia,2025-06-21T14:01:21.851644,orange
canarionochico,-89,E4:FA:C4:11:24:FA,-12.0172,-77.048721,126.1,1.14,8,Mala,2025-06-21T14:01:22.251219,red
hw_manage_1550,-89,D8:10:9F:88:15:5B,-12.0172,-77.048721,126.1,1.14,8,Mala,2025-06-21T14:01:22.654464,red
CEFIEE Centrito 2.4GHz,-90,86:11:DB:82:70:4C,-12.0172,-77.048721,126.1,1.14,8,Mala,2025-06-21T14:01:23.061576,red
Residencia-P,-91,54:16:51:84:C4:F7,-12.0172,-77.048721,126.1,1.14,8,Mala,2025-06-21T14:01:23.648609,red
Residencia-P,-92,54:16:51:84:C6:55,-12.0172,-77.048721,126.1,1.14,8,Mala,2025-06-21T14:01:24.259414,red
UNI_LIBRE_H,-93,CC:20:8C:BA:D6:B0,-12.0172,-77.048721,126.1,1.14,8,Mala,2025-06-21T14:01:24.936541,red
Residencia-P,-94,54:16:51:84:C6:78,-12.0172,-77.048721,126.1,1.14,8,Mala,2025-06-21T14:01:28.354958,red
TeleMallqui,-49,B2:A6:11:D3:04:F9,-12.017278,-77.048553,126.6,0.94,8,Buena,2025-06-21T14:01:32.265833,green
UNI_LIBRE_H,-81,CC:20:8C:BA:D6:B0,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:34.158696,red
hw_manage_1550,-82,D8:10:9F:88:15:5B,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:34.757464,red
canarionochico,-84,E4:FA:C4:11:24:FA,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:36.060560,red
UNI_LIBRE_H,-88,C0:3F:DD:06:3D:A0,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:36.958211,red
FAMILIAATONIO,-91,08:33:ED:4D:85:7F,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:37.628666,red
CONECTA4-530,-93,F8:79:28:09:00:54,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:38.261100,red
DEDITO,-93,B0:4E:26:DC:4F:B0,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:38.822372,red
Jota,-93,9E:15:86:89:3E:4C,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:40.254989,red
HUAWEI Y5 2018,-94,FE:87:43:D6:34:B4,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:40.661582,red
VL Invitados,-94,B2:4E:26:DC:4F:B0,-12.017278,-77.048553,126.6,0.94,8,Mala,2025-06-21T14:01:41.158342,red
TeleMallqui,-54,B2:A6:11:D3:04:F9,-12.017197,-77.048592,127.9,0.94,8,Buena,2025-06-21T14:01:45.967907,green
JESUS 29,-88,50:46:4A:1D:02:64,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:49.469812,red
UNI_LIBRE_H,-89,C0:3F:DD:06:3D:A0,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:49.703608,red
hw_manage_1550,-89,D8:10:9F:88:15:5B,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:49.977761,red
DIRECT-HAnRzEBAB16FDGOLS,-90,E2:BB:9E:96:BC:98,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:50.314124,red
UNI_LIBRE_H,-90,CC:20:8C:BA:D6:B0,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:50.704640,red
RAMON,-92,08:33:ED:EF:24:9F,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:51.099556,red
TP-Link_635E,-92,DC:62:79:C8:63:5E,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:53.142433,red
CONECTA4-530,-93,F8:79:28:09:00:54,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:53.567369,red
ALVA AGUILAR,-94,2C:96:82:DF:1C:D8,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:55.247646,red
HUAWEI Y5 2018,-94,FE:87:43:D6:34:B4,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:55.660931,red
Residencia-P,-94,54:16:51:84:BA:B6,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:56.073691,red
HONOR X7c,-95,3E:92:70:6C:D8:D6,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:57.454904,red
CEFIEE Centrito 2.4GHz,-95,86:11:DB:82:70:4C,-12.017197,-77.048592,127.9,0.94,8,Mala,2025-06-21T14:01:57.863454,red
TeleMallqui,-53,B2:A6:11:D3:04:F9,-12.017081,-77.04863,127.9,0.94,8,Buena,2025-06-21T14:02:01.751108,green
DEDITO,-68,B0:4E:26:DC:4F:B0,-12.017081,-77.04863,127.9,0.94,8,Buena,2025-06-21T14:02:02.563907,green
VL Invitados,-69,B2:4E:26:DC:4F:B0,-12.017081,-77.04863,127.9,0.94,8,Buena,2025-06-21T14:02:03.430111,green
DIRECT-HAnRzEBAB16FDGOLS,-84,E2:BB:9E:96:BC:98,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:03.855087,red
hw_manage_1550,-84,D8:10:9F:88:15:5B,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:04.645858,red
RAMON,-89,08:33:ED:EF:24:9F,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:05.060076,red
TP-Link_1E8F,-90,84:D8:1B:69:1E:8F,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:06.257980,red
Perritos,-91,2C:96:82:CE:95:F0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:06.911448,red
CONECTAUNO-WIFI6,-91,44:3B:14:1D:20:E0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:07.732749,red
HP-Print-D8-Officejet Pro 8610,-92,A0:D3:C1:DE:56:D8,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:09.753829,red
Lopez,-93,B0:CC:FE:37:29:E0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:10.154662,red
TP-Link_635E,-94,DC:62:79:C8:63:5E,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:10.958632,red
HUAWEI Y5 2018,-95,FE:87:43:D6:34:B4,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:12.453290,red
junior2,-95,80:26:89:64:45:16,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:12.859747,red
TeleMallqui,-45,B2:A6:11:D3:04:F9,-12.017081,-77.04863,127.9,0.94,8,Buena,2025-06-21T14:02:16.872183,green
hw_manage_1550,-73,D8:10:9F:88:15:5B,-12.017081,-77.04863,127.9,0.94,8,Intermedia,2025-06-21T14:02:19.031790,orange
DEDITO,-82,B0:4E:26:DC:4F:B0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:19.732298,red
VL Invitados,-83,B2:4E:26:DC:4F:B0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:22.458071,red
HP-Print-D8-Officejet Pro 8610,-88,A0:D3:C1:DE:56:D8,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:23.060866,red
San Miguel Arcangel,-89,68:FF:7B:FC:AF:8E,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:23.501533,red
canarionochico,-90,E4:FA:C4:11:24:FA,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:24.124589,red
TP-Link_635E,-90,DC:62:79:C8:63:5E,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:24.530231,red
FEJATURALABTELE,-91,DC:36:0C:93:56:D6,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:24.930161,red
CarlosEstudio2025,-91,4C:D7:C8:4B:BB:A0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:25.320809,red
DIRECT-HAnRzEBAB16FDGOLS,-91,E2:BB:9E:96:BC:98,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:25.732185,red
Lopez,-91,B0:CC:FE:37:29:E0,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:26.728224,red
Conecta1760,-92,4C:D7:C8:4B:BB:60,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:30.222838,red
FAMILIAATONIO,-93,08:33:ED:4D:85:7F,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:30.833148,red
Conecta-110,-94,6C:68:A4:E2:54:25,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:34.432447,red
TP-Link_8AE2,-94,60:32:B1:51:8A:E2,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:37.423625,red
Jota,-94,9E:15:86:89:3E:4C,-12.017081,-77.04863,127.9,0.94,8,Mala,2025-06-21T14:02:38.613070,red
TeleMallqui,-24,B2:A6:11:D3:04:F9,-12.016883,-77.048691,134.1,0.94,8,Buena,2025-06-21T14:02:42.651243,green
hw_manage_1550,-67,D8:10:9F:88:15:5B,-12.016883,-77.048691,134.1,0.94,8,Buena,2025-06-21T14:02:43.896297,green
ENTEL HOGAR,-83,DC:90:88:11:46:5F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:45.525726,red
LIFIEE-2020,-85,5C:A6:E6:9D:12:53,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:46.218793,red
UNI_LIBRE_H,-90,CC:20:8C:BA:AE:30,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:47.020658,red
DONVALLE,-91,E0:41:36:9B:BE:4A,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:47.524584,red
FEJATURALABTELE,-92,DC:36:0C:93:56:D6,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:48.011440,red
canarionochico,-92,E4:FA:C4:11:24:FA,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:48.711260,red
FAMILIAATONIO,-94,08:33:ED:4D:85:7F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:49.306877,red
ALVA AGUILAR,-94,2C:96:82:DF:1C:D8,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:49.916842,red
HUAWEI Y5 2018,-94,FE:87:43:D6:34:B4,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:51.317198,red
CONECTA4-530,-94,F8:79:28:09:00:54,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:51.928552,red
JEZFABI,-94,84:D8:1B:31:8B:C2,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:52.530591,red
DEDITO,-94,B0:4E:26:DC:4F:B0,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:02:53.420519,red
TeleMallqui,-44,B2:A6:11:D3:04:F9,-12.016883,-77.048691,134.1,0.94,8,Buena,2025-06-21T14:02:58.214266,green
TP-Link_635E,-81,DC:62:79:C8:63:5E,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:01.176330,red
San Miguel Arcangel,-83,68:FF:7B:FC:AF:8E,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:02.175886,red
FAMILIAATONIO,-84,08:33:ED:4D:85:7F,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:03.201903,red
LIFIEE-2020,-84,5C:A6:E6:9D:12:53,-12.016883,-77.048691,134.1,0.94,8,Mala,2025-06-21T14:03:04.159145,red
